127.0.0.1, 2012-10-12 11:01:02, GET, /, HTTP/1.1, 303, 0.001000
127.0.0.1, 2012-10-12 11:54:38, GET, /admin/default/peek/home/models/home_db.py, HTTP/1.1, 200, 0.105000
127.0.0.1, 2012-10-12 11:54:39, GET, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.060000
127.0.0.1, 2012-10-12 11:56:02, GET, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.126000
127.0.0.1, 2012-10-12 11:57:27, GET, /admin/mercurial/commit/home, HTTP/1.1, 303, 0.073000
127.0.0.1, 2012-10-12 11:57:27, GET, /admin/default/design/home, HTTP/1.1, 200, 0.100000
127.0.0.1, 2012-10-12 11:57:32, GET, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.086000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/codemirror/lib/codemirror.css, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/codemirror/mode/python/python.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/codemirror/mode/xml/xml.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/codemirror/mode/css/css.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/codemirror/theme/web2py.css, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/codemirror/mode/javascript/javascript.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/codemirror/mode/htmlmixed/htmlmixed.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/codemirror/emmet.min.js, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/codemirror/lib/codemirror.js, HTTP/1.1, 304, 0.057000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/plugin_multiselect/multi-select.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/images/save_icon.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 11:57:33, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 11:58:28, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.045000
127.0.0.1, 2012-10-12 11:58:31, GET, /admin/default/design/home, HTTP/1.1, 200, 0.144000
127.0.0.1, 2012-10-12 11:58:35, GET, /admin/default/edit/home/controllers/default.py, HTTP/1.1, 200, 0.099000
127.0.0.1, 2012-10-12 11:58:59, GET, /home/default/index, HTTP/1.1, 500, 0.117000
127.0.0.1, 2012-10-12 11:59:02, GET, /admin/default/ticket/home/127.0.0.1.2012-10-12.11-58-59.ce028a88-99b9-4145-8f9b-d1fe621e4507, HTTP/1.1, 200, 0.092000
127.0.0.1, 2012-10-12 11:59:20, GET, /admin/default/design/home, HTTP/1.1, 200, 0.144000
127.0.0.1, 2012-10-12 11:59:26, GET, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.110000
127.0.0.1, 2012-10-12 11:59:41, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.107000
127.0.0.1, 2012-10-12 11:59:43, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.064000
127.0.0.1, 2012-10-12 11:59:46, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.066000
127.0.0.1, 2012-10-12 12:00:07, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.106000
127.0.0.1, 2012-10-12 12:00:58, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.076000
127.0.0.1, 2012-10-12 12:04:52, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.106000
127.0.0.1, 2012-10-12 12:05:57, GET, /admin/default/errors/home, HTTP/1.1, 200, 0.343000
127.0.0.1, 2012-10-12 12:05:59, GET, /admin/default/about/home, HTTP/1.1, 200, 0.055000
127.0.0.1, 2012-10-12 12:06:14, GET, /admin/default/ticket/home/127.0.0.1.2012-10-12.11-41-28.b9420e1b-02b2-463c-987c-508a8cadd246, HTTP/1.1, 200, 0.112000
127.0.0.1, 2012-10-12 12:07:30, GET, /admin/debug/interact, HTTP/1.1, 200, 0.214000
127.0.0.1, 2012-10-12 12:07:31, GET, /admin/static/images/red_bullet.gif, HTTP/1.1, 200, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/debug/interact, HTTP/1.1, 200, 0.102000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 304, 0.003000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/plugin_multiselect/multi-select.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/js/autoscroll.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:34, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:07:36, GET, /admin/static/images/sidebar_bullet.gif, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:41, GET, /admin/static/images/sidebar_background.jpg, HTTP/1.1, 304, 0.045000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/images/red_bullet.gif, HTTP/1.1, 304, 0.054000
127.0.0.1, 2012-10-12 12:07:45, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.117000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/js/jquery.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/js/web2py.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/css/calendar.css, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/plugin_multiselect/jquery.multi-select.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/js/calendar.js, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/plugin_multiselect/multi-select.css, HTTP/1.1, 304, 0.008000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/plugin_multiselect/start.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/codemirror/theme/web2py.css, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/codemirror/mode/clike/clike.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/css/styles.css, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/codemirror/mode/python/python.js, HTTP/1.1, 304, 0.010000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/codemirror/lib/codemirror.css, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/codemirror/mode/xml/xml.js, HTTP/1.1, 304, 0.015000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/codemirror/mode/css/css.js, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/codemirror/mode/javascript/javascript.js, HTTP/1.1, 304, 0.004000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/codemirror/emmet.min.js, HTTP/1.1, 304, 0.005000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/codemirror/mode/htmlmixed/htmlmixed.js, HTTP/1.1, 304, 0.006000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/js/ajax_editor.js, HTTP/1.1, 304, 0.007000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/images/header_shadow.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/images/save_icon.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/images/small_special_button.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/images/header_bg.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/images/section_bullet.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/images/small_button.png, HTTP/1.1, 304, 0.002000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/images/menu.png, HTTP/1.1, 304, 0.000000
127.0.0.1, 2012-10-12 12:07:45, GET, /admin/static/images/start.png, HTTP/1.1, 304, 0.001000
127.0.0.1, 2012-10-12 12:07:51, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.103000
127.0.0.1, 2012-10-12 12:09:47, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.088000
127.0.0.1, 2012-10-12 12:09:53, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.092000
127.0.0.1, 2012-10-12 12:35:46, POST, /admin/default/edit/home/models/home_db.py, HTTP/1.1, 200, 0.154000
